rank	title	composer	category	year	stars
1078	String Quartet No. 1 in D Minor	Juan Crisóstomo Arriaga	String Quartet	1823	2
1079	En blanc et noir, L. 134	Claude Debussy	Piano duet / Piano four hands	1915	2
1080	String Quintet in E Major, G. 275	Luigi Boccherini	String Quintet	1771	2
1081	Horn Concerto No. 1 in E-flat Major, Op. 11	Richard Strauss	Wind Concerto	1883	2
1082	Vesperae solennes de confessore in 3 Minor	Wolfgang Amadeus Mozart	Choral orchestral	1780	2
1083	Suite for Piano, Op. 25	Arnold Schoenberg	Piano Sonata	1923	2
1084	Eight Short Preludes and Fugues (8 Kleine Präludien und Fugen), BWV 553–560	Johann Sebastian Bach	Organ		2
1085	Folk Songs	Luciano Berio	Lieder / Song	1964	2
1086	La création du Monde	Darius Milhaud	Ballet	1923	2
1087	Selva Morale e Spirituale, SV 252–288	Claudio Monteverdi	Choral orchestral		2
1088	Madrigals, Book 8 (Madrigali Guerrieri et Amorosi), SV 146–167	Claudio Monteverdi	Voice and Orchestra		2
1089	Keyboard Concertos, Op. 7	Johann Christian Bach	Piano Concerto		2
1090	L'arte del violino, Op. 3	Pietro Locatelli	Violin Concerto		2
1091	Tournament Galop	Louis Moreau Gottschalk	Piano Sonata	1854	2
1092	Der Hirt auf dem Felsen (The Shepherd on the Rock), D. 965	Franz Schubert	Lieder / Song	1828	2
1093	String Quartet No. 1 in A Minor, Sz. 40	Béla Bartók	String Quartet	1909	2
1094	Piano Sonata No. 2 (Concord, Mass., 1840-60)	Charles Ives	Piano Sonata	1920	2
1095	Peter Grimes	Benjamin Britten	Opera	1945	2
1096	Three Places in New England ((Orchestral Set No. 1))	Charles Ives	Unsorted Orchestral	1914	2
1097	Eight Pieces for Clarinet, Viola and Piano, Op. 83	Max Bruch	Piano Trio	1910	2
1098	Guitar Quintet No. 1 in D Minor, G. 445	Luigi Boccherini	String Quintet	1798	2
1099	Ave Maris Stella	Guillaume DuFay	Chant		2
1100	Nuages gris (Trübe Wolken), S. 199	Franz Liszt	Piano Sonata	1881	2
1101	Hail! Bright Cecilia (Ode to St. Cecilia), Z. 328	Henry Purcell	Choral orchestral	1692	2
1102	Sicut cervus	Giovanni Pierluigi da Palestrina	Chant		2
1103	Ave verum corpus	William Byrd	Chant		2
1104	Klavierstücke	Karlheinz Stockhausen	Piano Sonata		2
1105	Drumming	Steve Reich	Unsorted Chamber	1971	2
1106	Symphony No. 6 (Fantaisies symphoniques), H. 343	Bohuslav Martinů	Symphony	1953	2
1107	String Quartet No. 15 in E-flat Minor, Op. 144	Dmitri Shostakovich	String Quartet	1974	2
1108	Piano Concerto No. 5 in G Major, Op. 55	Sergei Prokofiev	Piano Concerto	1932	2
1109	Piano Trio in G Minor, Op. 3	Ernest Chausson	Piano Trio	1881	2
1110	Violin Sonata No. 21 in E Minor, K. 304 (K300c)	Wolfgang Amadeus Mozart	Violin Sonata	1778	2
1111	Concerto for 2 Trumpets, RV 537	Antonio Vivaldi	Wind Concerto		2
1112	Bassoon Concerto, Op. 75 (J. 127)	Carl Maria von Weber	Wind Concerto	1811	2
1113	A Ceremony of Carols, Op. 28	Benjamin Britten	Choral orchestral	1942	2
1114	Symphony No. 2 in B Major (To October), Op. 14	Dmitri Shostakovich	Symphony	1927	2
1115	Don Quixote, Op. 35	Richard Strauss	Symphonic Poem	1898	2
1116	Clarinet Quintet in A Major, Op. 146	Max Reger	Clarinet Quintet	1916	2
1117	Clarinet Quintet in B-flat Major, Op. 34	Carl Maria von Weber	Clarinet Quintet	1815	2
1118	Fantasia and Fugue in A Minor, BWV 944	Johann Sebastian Bach	Piano Sonata	1714	2
1119	Gassenhauer	Carl Orff	Unsorted Orchestral	1931	2
1120	The Protecting Veil	John Tavener	Cello Concerto	1988	2
1121	Jubilate Deo	Giovanni Gabrieli	Choral orchestral		2
1122	Symphony No. 3 in C Minor, Op. 44	Sergei Prokofiev	Symphony	1928	2
1123	String Quartet No. 18 in A Major, K. 464	Wolfgang Amadeus Mozart	String Quartet	1785	2
1124	Piano Concerto No. 22 in E-flat Major, K. 482	Wolfgang Amadeus Mozart	Piano Concerto	1785	2
1125	Sonata romantica in B-flat Minor, Op. 53 No. 1	Nikolai Medtner	Piano Sonata	1931	2
1126	Der Freischütz, Op. 77, J. 277	Carl Maria von Weber	Opera	1821	2
1127	Armide, LWV 71	Jean-Baptiste Lully	Opera	1686	2
1128	Violin Concerto No. 3 in B Minor, Op. 61	Camille Saint-Saëns	Violin Concerto	1880	2
1129	Mass No. 2 in E Minor, WAB 27	Anton Bruckner	Mass / Requiem	1866	2
1130	St. Paul (Paulus), Op. 36	Felix Mendelssohn	Choral orchestral	1836	2
1131	"Fantasy and Fugue on the chorale ""Ad nos, ad salutarem undam"", S. 259"	Franz Liszt	Organ	1850	2
1132	Variations and Fugue on a Theme by Mozart, Op. 132	Max Reger	Unsorted Orchestral	1914	2
1133	String Quartet, Op. 28	Anton Webern	String Quartet	1938	2
1134	The Seasons (Die Jahreszeiten), Hob. XXI:3	Joseph Haydn	Voice and Orchestra	1801	2
1135	Preludes for Organ, BuxWV 136-154	Dieterich Buxtehude	Organ		2
1136	Oboe Quartet, K. 370/368b	Wolfgang Amadeus Mozart	Unsorted Chamber	1781	2
1137	6 Cello Sonatas	Benedetto Marcello	Cello Sonata		2
1138	Mass for Four Voices	William Byrd	Mass / Requiem		2
1139	Doctorum principem - Melodia suavissima - Vir mitis	Johannes Ciconia	Chant		2
1140	Vos qui admiramini	Philippe de Vitry	Chant		2
1141	Eight Lines	Steve Reich	Octet	1979	2
1142	Piano Sonata No. 19 in C Minor, D. 958	Franz Schubert	Piano Sonata	1828	2
1143	Seven Fantasias (7 Fantasien), Op. 116	Johannes Brahms	Piano Sonata	1892	2
1144	Piano Sonata, Op. 1	Alban Berg	Piano Sonata	1909	2
1145	La fanciulla del West	Giacomo Puccini	Opera	1910	2
1146	Fountains of Rome (Fontane di Roma)	Ottorino Respighi	Symphonic Poem	1917	2
1147	Rodelinda, regina de' Longobardi, HWV 19	George Frideric Handel	Opera	1725	2
1148	Nixon in China	John Adams	Opera	1987	2
1149	Bassoon Concerto in F Major	Johann Nepomuk Hummel	Wind Concerto	1805	2
1150	Octet in F Major, D. 803	Franz Schubert	Octet	1824	2
1151	Mass No. 5 in A-flat Major, D. 678	Franz Schubert	Mass / Requiem	1822	2
1152	Arabeske in C Major, Op. 18	Robert Schumann	Piano Sonata	1839	2
1153	Lieder und Gesänge	Gustav Mahler	Lieder / Song	1889	2
1154	Israel in Egypt, HWV 54	George Frideric Handel	Choral orchestral	1738	2
1155	Vier ernste Gesänge (Four Serious Songs), Op. 121	Johannes Brahms	Lieder / Song	1896	2
1156	Répons	Pierre Boulez	Unsorted Orchestral	1981	2
1157	Wind Quintet, Op. 88	Anton Reicha	Unsorted Chamber	1818	2
1158	Ben m'an perdut	Bernart de Ventadorn	Lieder / Song		2
1159	Clapping Music	Steve Reich	Unsorted Chamber	1972	2
1160	Gold und Silber, Op. 79	Franz Lehár	Unsorted Orchestral	1902	2
1161	Piano Concerto No. 9 in E-flat Major (Jeunehomme), K. 271	Wolfgang Amadeus Mozart	Piano Concerto	1777	2
1162	Piano Concerto in C Major, Op. 39 (BV 247)	Ferruccio Busoni	Piano Concerto	1904	2
1163	Six moments musicaux, D. 780	Franz Schubert	Piano Sonata	1828	2
1164	Barcarole in F-sharp Major, Op. 60	Frédéric Chopin	Piano Sonata	1846	2
1165	Drei Klavierstücke (Three Piano Pieces), Op. 11	Arnold Schoenberg	Piano Sonata	1909	2
1166	La sonnambula	Vincenzo Bellini	Opera	1831	2
1167	I Capuleti e i Montecchi	Vincenzo Bellini	Opera	1830	2
1168	Pacific 231	Arthur Honegger	Unsorted Orchestral	1923	2
1169	Chamber Concerto	György Ligeti	Unsorted Orchestral	1970	2
1170	Piano Sonata No. 2, Op. 22	Robert Schumann	Piano Sonata	1838	2
1171	Ballade in G Minor (Ballade in the Form of Variations on a Norwegian Folk Song), Op. 24	Edvard Grieg	Piano Sonata	1875	2
1172	Piano Sonata No. 13 in A Major, D. 664	Franz Schubert	Piano Sonata	1819	2
1173	Konzertstück (Introduction & Allegro appassionato), Op. 92	Robert Schumann	Piano Concerto	1852	2
1174	Phrygian Gates	John Adams	Piano Sonata	1978	2
1175	Pièces de Clavecin	François Couperin	Piano Sonata	1717	2
1176	Viola Concerto	Sofia Gubaidulina	Viola Concerto	1996	2
1177	Symphony No. 85 in B-flat Major (La Reine), Hoboken 1/85	Joseph Haydn	Symphony	1786	2
1178	Suleika I, D. 720	Franz Schubert	Lieder / Song	1821	2
1179	Violin Concerto No. 1, Op. 35	Karol Szymanowski	Violin Concerto	1916	2
1180	Fantasy For Viola And Orchestra (Potpourri), Op. 94	Johann Nepomuk Hummel	Viola Concerto		2
1181	Triadic Memories	Morton Feldman	Piano Sonata	1981	2
1182	Trumpet Concerto, Hob. VIIe/1	Joseph Haydn	Wind Concerto	1796	2
1183	Paris Quartets	Georg Philipp Telemann	Unsorted Chamber		2
1184	A la Battaglia	Heinrich Isaac	Unsorted Orchestral	1487	2
1185	Farewell to Stromness	Peter Maxwell Davies	Piano Sonata		2
1186	Mass for Three Voices	William Byrd	Mass / Requiem		2
1187	Piano Phase	Steve Reich	Unsorted Chamber	1967	2
1188	String Quartet No. 2	Alfred Schnittke	String Quartet	1980	2
1189	Rusalka, Op. 114	Antonín Dvořák	Opera	1900	2
1190	Don Pasquale	Gaetano Donizetti	Opera	1843	2
1191	Roméo et Juliette	Charles Gounod	Opera	1867	2
1192	Valses nobles et sentimentales	Maurice Ravel	Unsorted Orchestral	1911	2
1193	Rhapsodies, Op. 79	Johannes Brahms	Piano Sonata	1879	2
1194	Requiem in D Minor, WAB 39	Anton Bruckner	Mass / Requiem	1849	2
1195	Violin Concerto No. 2 in D Minor, Op. 44	Max Bruch	Violin Concerto	1877	2
1196	Carnival Overture, Op. 92, B. 169	Antonín Dvořák	Unsorted Orchestral	1891	2
1197	Kammerkonzert (Chamber Concerto for Piano and Violin with 13 Wind Instruments)	Alban Berg	Unsorted Orchestral	1925	2
1198	Symphony No. 79 in F Major, Hoboken 1/79	Joseph Haydn	Symphony	1784	2
1199	Cello Sonata No. 1 in B-flat Major, Op. 45	Felix Mendelssohn	Cello Sonata	1838	2
1200	Mass in G Minor	Ralph Vaughan Williams	Mass / Requiem	1921	2
1201	Concerto for Piano and Strings	Alfred Schnittke	Piano Concerto	1979	2
1202	Et Exspecto Resurrectionem Mortuorum	Olivier Messiaen	Unsorted Orchestral	1964	2
1203	Marian Vespers	Giovanni Battista Pergolesi	Choral orchestral		2
1204	Roman Festivals (Feste Romane)	Ottorino Respighi	Symphonic Poem	1928	2
1205	Kaleidoscope, Op. 50	César Cui	Violin Sonata	1893	2
1206	Symphony No. 5 in E Major (Lenore), Op. 177	Joachim Raff	Symphony	1872	2
1207	Piano Concerto No. 19 in F Major, K. 459	Wolfgang Amadeus Mozart	Piano Concerto	1784	2
1208	Symphony No. 2	Henri Dutilleux	Symphony	1959	2
1209	Der Wanderer, D. 489	Franz Schubert	Lieder / Song	1816	2
1210	Symphony No. 15 in A Major, Op. 141	Dmitri Shostakovich	Symphony	1971	2
1211	Requiem, Op. 54	Camille Saint-Saëns	Mass / Requiem	1878	2
1212	Chronochromie	Olivier Messiaen	Unsorted Orchestral	1960	2
1213	Piano Concerto No. 1, Op. 45	Einojuhani Rautavaara	Piano Concerto	1969	2
1214	Benedictus Dominus, LWV 64/2	Jean-Baptiste Lully	Choral orchestral		2
1215	Piano Trio No. 4 in D Major, Op. 158	Joachim Raff	Piano Trio	1871	2
1216	Symphony No. 9	Allan Pettersson	Symphony	1970	2
1217	Piano Concerto No. 26 in D Major (Coronation), K. 537	Wolfgang Amadeus Mozart	Piano Concerto	1788	2
1218	Piano Concerto No. 2 in A Minor, Op. 85	Johann Nepomuk Hummel	Piano Concerto	1816	2
1219	Un ballo in maschera	Giuseppe Verdi	Opera	1859	2
1220	Serenade No. 1, Op. 11	Johannes Brahms	Unsorted Orchestral	1858	2
1221	Variations for Orchestra, Op. 31	Arnold Schoenberg	Unsorted Orchestral	1928	2
1222	Lontano	György Ligeti	Unsorted Orchestral	1967	2
1223	Coppélia	Léo Delibes	Ballet	1870	2
1224	Fêtes galantes, L. 80, 104	Claude Debussy	Lieder / Song	1904	2
1225	Adagio in B Minor, K. 540	Wolfgang Amadeus Mozart	Piano Sonata	1788	2
1226	Petite Messe Solennelle	Gioachino Rossini	Mass / Requiem	1863	2
1227	Hamburg Concerto	György Ligeti	Unsorted Orchestral	1999	2
1228	Piano Sonata No. 4	Leo Ornstein	Piano Sonata	1918	2
1229	Sonata for Horn Trumpet and Trombone, FP 33a	Francis Poulenc	Unsorted Chamber	1922	2
1230	For Philip Guston	Morton Feldman	Unsorted Chamber	1984	2
1231	Adelita	Francisco Tárrega	Unsorted Instrument Sonatas		2
1232	From the House of the Dead (Z mrtvého domu)	Leoš Janáček	Opera	1928	2
1233	Les pêcheurs de perles (The Pearl Fishers)	Georges Bizet	Opera	1863	2
1234	The Oceanides (Aallottaret), Op. 73	Jean Sibelius	Symphonic Poem	1914	2
1235	Symphony No. 3 in E Major, Op. 51	Max Bruch	Symphony	1882	2
1236	Konzertstück, for cello & orchestra in D Major, Op. 12	Ernő Dohnányi	Cello Concerto	1906	2
1237	Sea Pictures, Op. 37	Edward Elgar	Lieder / Song	1899	2
1238	Le Chasseur maudit (The Accursed Huntsman), FWV 44	César Franck	Symphonic Poem	1882	2
1239	Offertorium	Sofia Gubaidulina	Violin Concerto	1980	2
1240	Ludus Tonalis	Paul Hindemith	Piano Sonata	1942	2
1241	Liederkreis, Op. 24	Robert Schumann	Lieder / Song	1840	2
1242	Myrthen, Op. 25	Robert Schumann	Lieder / Song	1840	2
1243	Piano Concerto No. 2 in G Major, Op. 44	Pyotr Ilyich Tchaikovsky	Piano Concerto	1880	2
1244	Viola Concerto	Alfred Schnittke	Viola Concerto	1985	2
1245	Symphony No. 1 in C Major	Mily Balakirev	Symphony	1866	2
1246	De Natura Sonoris No. 2	Krzysztof Penderecki	Unsorted Orchestral	1971	2
1247	Concerto for Viola d'amore and Lute in D Minor, RV 540	Antonio Vivaldi	Unsorted Orchestral		2
1248	Piano Concerto No. 4 in B-flat Major, Op. 53	Sergei Prokofiev	Piano Concerto	1931	2
1249	Musique funèbre	Witold Lutosławski	Unsorted Orchestral	1958	2
1250	Piano Sonata No. 6 in E Minor, D. 566	Franz Schubert	Piano Sonata	1817	2
1251	Visions fugitives	Sergei Prokofiev	Piano Sonata	1917	2
1252	Scheherazade.2	John Adams	Violin Concerto	2015	2
1253	Suite, Op. 5	Maurice Duruflé	Organ	1933	2
1254	Correspondances	Henri Dutilleux	Lieder / Song	2003	2
1255	Die schöne Müllerin, D. 795	Franz Schubert	Lieder / Song	1823	2
1256	Les Noces (The Wedding)	Igor Stravinsky	Unsorted Orchestral	1923	2
1257	Octet for Wind Instruments	Igor Stravinsky	Octet	1923	2
1258	String Quartet No. 3	Alfred Schnittke	String Quartet	1983	2
1259	Great Eighteen Chorale Preludes, BWV 651–668	Johann Sebastian Bach	Organ	1714	2
1260	Spring Fire	Arnold Bax	Symphonic Poem	1913	2
1261	Piano Quintet in G Minor, Op. 49	Enrique Granados	Piano Quintet	1895	2
1262	Nocturnes, FP 56	Francis Poulenc	Piano Sonata	1938	2
1263	Belkis, Queen of Sheba, P. 171	Ottorino Respighi	Ballet	1931	2
1264	Piano Trio No. 3 in A Minor, Op. 155	Joachim Raff	Piano Trio	1870	2
1265	Fantasia cromatica	Jan Pieterszoon Sweelinck	Organ		2
1266	Trumpet Concerto	Peter Maxwell Davies	Wind Concerto	1988	2
1267	Luisa Miller	Giuseppe Verdi	Opera	1849	2
1268	Piano Sonata No. 1 in C Major, Op. 1	Johannes Brahms	Piano Sonata	1853	2
1269	Piano Concerto, Op. 13	Benjamin Britten	Piano Concerto	1938	2
1270	Symphony No. 5, Op. 76, B. 54	Antonín Dvořák	Symphony	1875	2
1271	Serenade for Wind Instruments in D Minor, Op. 44, B. 77	Antonín Dvořák	Unsorted Orchestral	1878	2
1272	Piano Quintet No. 2 in E-flat Minor	Ernő Dohnányi	Piano Quintet	1914	2
1273	Symphony No. 83 in G Minor, Hoboken I/83	Joseph Haydn	Symphony	1785	2
1274	Du bist die Ruh', D. 776	Franz Schubert	Lieder / Song	1823	2
1275	String Quartet No. 4 in D Major, Op. 83	Dmitri Shostakovich	String Quartet	1949	2
1276	5 Lieder, Op. 41	Richard Strauss	Lieder / Song	1899	2
1277	Violin Sonata No. 2 in D Major, Op. 94a	Sergei Prokofiev	Violin Sonata	1943	2
1278	Piano Sonata No. 4 in C Minor, Op. 29	Sergei Prokofiev	Piano Sonata	1917	2
1279	Piano Quintet in C Minor	Ralph Vaughan Williams	Piano Quintet	1903	2
1280	Piano Concerto in D-flat Major, Op. 38	Aram Khachaturian	Piano Concerto	1936	2
1281	Symphony No. 1 in G Minor, Op. 7, FS 16	Carl Nielsen	Symphony	1892	2
1282	Piano Concerto, SO 824	Leo Ornstein	Piano Concerto	1925	2
1283	Fluorescences	Krzysztof Penderecki	Unsorted Orchestral	1961	2
1284	Piano Concerto in C Minor, Op. 12	Gabriel Pierné	Piano Concerto	1887	2
1285	Polifemo	Nicola Porpora	Opera	1735	2
1286	Kontakte	Karlheinz Stockhausen	Unsorted Orchestral	1960	2
1287	Symphony of Psalms	Igor Stravinsky	Symphony	1930	2
1288	The Rake's Progress	Igor Stravinsky	Opera	1951	2
1289	Lincoln Portrait	Aaron Copland	Unsorted Orchestral	1942	2
1290	Berceuse, Op. 57	Frédéric Chopin	Piano Sonata	1844	2
1291	Rhapsody No. 1, Sz. 87	Béla Bartók	Violin Sonata	1928	2
1292	Vox Balaenae (Voice of the Whale)	George Crumb	Piano Trio	1971	2
1293	Four Psalms, Op. 74	Edvard Grieg	Chant	1906	2
1294	Piano Sonata No. 1 in F-sharp Minor, Op. 11	Robert Schumann	Piano Sonata	1835	2
1295	The Bard, Op. 64	Jean Sibelius	Symphonic Poem	1913	2
1296	Requiem Canticles	Igor Stravinsky	Choral orchestral	1966	2
1297	Symphony No. 4	Witold Lutosławski	Symphony	1992	2
1298	Oboe Concerto, H. 353	Bohuslav Martinů	Wind Concerto	1955	2
1299	Piano Sonata in E Minor (Night Wind), Op. 25 No. 2	Nikolai Medtner	Piano Sonata	1911	2
1300	Violin Concerto	George Rochberg	Violin Concerto	1974	2
1301	Vetrate di Chiesa (Church Windows), P. 150	Ottorino Respighi	Unsorted Orchestral	1926	2
1302	Violin Concerto No. 1 in F-sharp Minor, Op. 14	Henryk Wieniawski	Violin Concerto	1853	2
1303	Consort Setts for 5 & 6 Viols and Organ	William Lawes	Unsorted Chamber		2
1304	Symphony No. 1 in B-flat Major (Spring Symphony), Op. 38	Robert Schumann	Symphony	1840	2
1305	November Woods	Arnold Bax	Symphonic Poem	1917	2
1306	Réminiscences de Don Juan, S. 418	Franz Liszt	Piano Sonata	1841	2
1307	Concerto for Violin, Piano and Strings, MWV O 4	Felix Mendelssohn	Double Concerto	1823	2
1308	Sinfonia Veneziana	Antonio Salieri	Unsorted Orchestral		2
1309	Tågen Letter (The Fog Is Lifting)	Carl Nielsen	Clarinet Sonata	1920	2
1310	The Wonderful Widow of Eighteen Springs	John Cage	Lieder / Song	1942	2
1311	Violin Concerto	Esa-Pekka Salonen	Violin Concerto	2009	2
1312	String Quartet No. 1 in A Major	Alexander Borodin	String Quartet	1877	2
1313	Symphony No. 2 in E-flat Major	Charles Gounod	Symphony	1855	2
1314	Piano Trio	Jennifer Higdon	Piano Trio	2006	2
1315	Sinfonia antartica	Ralph Vaughan Williams	Symphony	1952	2
1316	Symphony No. 3 (Singulière)	Franz Berwald	Symphony	1845	2
1317	Symphony No. 2 in D Minor, Op. 40	Sergei Prokofiev	Symphony	1925	2
1318	Symphony No. 1	Alfred Schnittke	Symphony	1974	2
1319	Harold en Italie, H 16	Hector Berlioz	Symphony	1834	2
1320	Symphony No. 2 in C Minor (Symphony of Pauses), WAB 102	Anton Bruckner	Symphony	1872	2
1321	Symphony No. 4 in C Minor (Tragic), D. 417	Franz Schubert	Symphony	1816	2
1322	Oedipus rex	Igor Stravinsky	Opera	1927	2
1323	Symphony No. 1 in C Minor, WAB 101	Anton Bruckner	Symphony	1866	2
1324	Curlew River, Op. 71	Benjamin Britten	Opera	1964	2
1325	Poème, Op. 25	Ernest Chausson	Violin Concerto	1896	1
1326	Piano Quartet in E-flat Major, Op. 47	Robert Schumann	Piano Quartet	1842	1
1327	Piano Trio in G Minor, Op. 15	Bedřich Smetana	Piano Trio	1855	1
1328	Tapiola, Op. 112	Jean Sibelius	Symphonic Poem	1926	1
1329	Horn Concerto No. 3 in E-flat Major, K. 447	Wolfgang Amadeus Mozart	Wind Concerto	1787	1
1330	Violin Sonata No. 3 in A Minor (in Romanian Folk Style), Op. 25	George Enescu	Violin Sonata	1926	1
1331	Fünf Stücke im Volkston, Op. 102	Robert Schumann	Cello Sonata	1849	1
1332	Cello Sonata No. 2 in F Major, Op. 99	Johannes Brahms	Cello Sonata	1886	1
1333	Piano Trio No. 39 in G Major (Gypsy), XV/25	Joseph Haydn	Piano Trio	1795	1
1334	Piano Quintet in A Minor, Op. 84	Edward Elgar	Piano Quintet	1918	1
1335	Boris Godunov	Modest Mussorgsky	Opera	1873	1
1336	Flute Concerto No. 1 in G Major, K. 313	Wolfgang Amadeus Mozart	Wind Concerto	1778	1
1337	Horn Concerto in B-flat Major, Op. 91	Reinhold Glière	Wind Concerto	1951	1
1338	The Bells (Kolokola), Op. 35	Sergei Rachmaninoff	Voice and Orchestra	1913	1
1339	Sonatas for Viola da Gamba and Harpsichord, BWV 1027–1029	Johann Sebastian Bach	Unsorted Instrument Sonatas		1
1340	Schicksalslied (Song of Destiny), Op. 54	Johannes Brahms	Voice and Orchestra	1871	1
1341	Lagrime di San Pietro (Saint Peter's Tears)	Orlande de Lassus	Chant	1594	1
1342	Lamentations of Jeremiah	Thomas Tallis	Chant		1
1343	The Banjo, Op. 15	Louis Moreau Gottschalk	Piano Sonata	1853	1
1344	A Chloris	Reynaldo Hahn	Lieder / Song	1916	1
1345	Piano Quartet No. 2, Op. 87	Antonín Dvořák	Piano Quartet	1889	1
1346	Violin Sonata No. 1 in A Minor, Op. 105	Robert Schumann	Violin Sonata	1851	1
1347	Piano Trio No. 1 in D Minor, Op. 63	Robert Schumann	Piano Trio	1847	1
1348	Piano Trio No. 3 in G Minor, Op. 110	Robert Schumann	Piano Trio	1851	1
1349	Symphony No. 6 in E-flat Minor, Op. 111	Sergei Prokofiev	Symphony	1947	1
1350	Cello Sonata No. 2 in A Minor, Op. 81	Nikolai Myaskovsky	Cello Sonata	1949	1
1351	Clarinet Concerto No. 1 in C Minor, Op. 26	Louis Spohr	Wind Concerto	1808	1
1352	Elijah, Op. 70	Felix Mendelssohn	Choral orchestral	1846	1
1353	Pierrot Lunaire (Dreimal sieben Gedichte aus Albert Girauds), Op. 21	Arnold Schoenberg	Lieder / Song	1912	1
1354	Juditha Triumphans, RV 644	Antonio Vivaldi	Choral orchestral	1716	1
1355	Ce fut en mai	Moniot d'Arras	Lieder / Song		1
1356	Rosary Sonatas (Mystery Sonatas)	Heinrich Ignaz Franz von Biber	Violin Sonata	1676	1
1357	Divine Liturgy of St. John Chrysostom	Stevan Mokranjac	Chant	1895	1
1358	Symphony No. 4 in A Minor, Op. 63	Jean Sibelius	Symphony	1911	1
1359	Études symphoniques, Op. 13	Robert Schumann	Piano Sonata	1837	1
1360	Ich habe genug, BWV 82	Johann Sebastian Bach	Choral orchestral	1727	1
1361	Viola Concerto, Sz. 120, BB 128	Béla Bartók	Viola Concerto	1945	1
1362	Guitar Quintet No. 4 in D Major, G. 448	Luigi Boccherini	String Quintet	1798	1
1363	Tuba Concerto	Ralph Vaughan Williams	Wind Concerto	1954	1
1364	Saxophone Concerto, Op. 109	Alexander Glazunov	Wind Concerto	1934	1
1365	Messe de minuit pour noël, H. 1	Marc-Antoine Charpentier	Mass / Requiem	1690	1
1366	O gemma lux	Guillaume DuFay	Chant		1
1367	Missa Se la face ay pale	Guillaume DuFay	Mass / Requiem		1
1368	Tenebrae Responsoria	Carlo Gesualdo	Chant		1
1369	Organ Sonatas (Trio Sonatas), BWV 525–530	Johann Sebastian Bach	Organ		1
1370	Come, ye Sons of Art, Z. 323	Henry Purcell	Voice and Orchestra	1694	1
1371	Requiem	Johannes Ockeghem	Mass / Requiem		1
1372	Sacred Concertos	Dmytro Bortniansky	Chant		1
1373	Missa Et ecce terræ motus	Antoine Brumel	Mass / Requiem		1
1374	In arboris	Philippe de Vitry	Chant		1
1375	Pièces de clavecin en concerts	Jean-Philippe Rameau	Violin Sonata		1
1376	String Quartet in E Minor, Op. 121	Gabriel Fauré	String Quartet	1924	1
1377	String Quartet No. 3 in B-flat Major, Op. 67	Johannes Brahms	String Quartet	1875	1
1378	Pohjola's Daughter (Pohjolan tytär), Op. 49	Jean Sibelius	Symphonic Poem	1906	1
1379	Oboe Concerto, AV 144, TrV 292	Richard Strauss	Wind Concerto	1945	1
1380	String Quartet No. 1	Luigi Cherubini	String Quartet	1814	1
1381	Prélude, Choral et Fugue	César Franck	Piano Sonata	1884	1
1382	Symphony No. 6 in D Major (Le matin), Hob. I/6	Joseph Haydn	Symphony	1761	1
1383	Exsultate, jubilate, K. 165	Wolfgang Amadeus Mozart	Choral orchestral	1773	1
1384	Liturgy of St. John Chrysostom, Op. 31	Sergei Rachmaninoff	Chant	1910	1
1385	Two Songs for Alto, Viola, and Piano, Op. 91	Johannes Brahms	Lieder / Song	1884	1
1386	Organum Triplum	Pérotin	Chant		1
1387	The Merry Wives of Windsor	Otto Nicolai	Opera	1849	1
1388	O dolce vita mia	Adrian Willaert	Chant		1
1389	Salve Regina	Hermann of Reichenau	Chant		1
1390	String Quartet No. 1 (Métamorphoses nocturnes)	György Ligeti	String Quartet	1954	1
1391	Carnaval (Scènes mignonnes sur quatre notes), Op. 9	Robert Schumann	Piano Sonata	1835	1
1392	Anna Bolena	Gaetano Donizetti	Opera	1830	1
1393	Tintagel	Arnold Bax	Symphonic Poem	1919	1
1394	Widerstehe doch der Sünde, BWV 54	Johann Sebastian Bach	Choral orchestral	1714	1
1395	Sonatina, Sz. 55, BB. 69	Béla Bartók	Piano Sonata	1915	1
1396	Magnificat, Wq 215, H.772	Carl Philipp Emanuel Bach	Choral orchestral	1749	1
1397	Chanson triste	Henri Duparc	Lieder / Song	1868	1
1398	Madrigals, Book 6	Carlo Gesualdo	Chant		1
1399	Mass No. 11 in D Minor (Nelson Mass), Hob. XXII/11	Joseph Haydn	Mass / Requiem	1798	1
1400	Piano Sonata No. 1 in D Minor, Op. 28	Sergei Rachmaninoff	Piano Sonata	1908	1
1401	Langsamer Satz	Anton Webern	String Quartet	1905	1
1402	Lyric Symphony, Op. 18	Alexander von Zemlinsky	Symphony	1923	1
1403	Raymonda, Op. 57	Alexander Glazunov	Ballet	1897	1
1404	The Ways of Zion Do Mourn / Funeral Anthem for Queen Caroline, HWV 264	George Frideric Handel	Choral orchestral	1737	1
1405	An die ferne Geliebte, Op. 98	Ludwig van Beethoven	Lieder / Song	1816	1
1406	Nocturnes	Gabriel Fauré	Piano Sonata	1921	1
1407	Sonata for Flute, Viola, and Harp, L. 137	Claude Debussy	Unsorted Chamber	1915	1
1408	Missa Caput	Jacob Obrecht	Mass / Requiem		1
1409	Missa L'homme Armé Super Voces Musicales	Josquin des Prez	Mass / Requiem		1
1410	Hosanna to the Son of David	Orlando Gibbons	Chant		1
1411	Fra Diavolo	Daniel Auber	Opera	1830	1
